id,grid_id,score,data_source,latitude,longitude,lat_lon,address,created date,category,coundist,geometry,borocode,borough_df_benches_std_0,borough_df_benches_std_1,borocd,assemdist,stsendist,congdist,siteid,benchid,type,benchtype,geocodeadd,street,crossstree,borough_df_benches_std_2,borough_df_benches_std_3,comdist,busroute,bid
230692,618,1.38,df_benches,40.5734790939,-73.9797135013,-3001.614359117707,3098 West 12th Street,07/26/2013,Bench,47.0,POINT (-73.9797135013 40.5734790939),3.0,Brooklyn,Brooklyn,313.0,46.0,23.0,8.0,2174.0,713.0,Plaza,backed,3098 West 12th Street,West 12th Street,Boardwalk and Bowery Street,Brooklyn,Brooklyn,313.0,Not Applicable,Not Applicable
230693,2270,0.8199999999999985,df_benches,40.773159,-73.982211,-3016.488452274549,1941 Broadway,05/08/2013,Bench,6.0,POINT (-73.982211 40.773159),1.0,Manhattan,Manhattan,107.0,67.0,27.0,10.0,1904.0,534.0,General,backless,1941 Broadway,Broadway,W. 65th Street and W. 66th Street,Manhattan,Manhattan,107.0,M05,Not Applicable
230694,3047,7.02,df_benches,40.871725,-73.883294,-3019.73767446215,3011 Bainbridge Avenue,06/14/2016,Bench,11.0,POINT (-73.883294 40.871725),2.0,Bronx,Bronx,207.0,80.0,36.0,13.0,3415.0,1750.0,General,backless,3011 Bainbridge Avenue,Bainbridge Avenue,E Mosholu Parkway S & E 201st Street,Bronx,Bronx,207.0,BX34,Not Applicable
230695,2924,1.3499999999999996,df_benches,40.853017,-73.935379,-3020.483295188443,90 Bennett Avenue,10/12/2012,Bench,10.0,POINT (-73.935379 40.853017),1.0,Manhattan,Manhattan,112.0,72.0,31.0,13.0,863.0,243.0,General,backed,90 Bennett Avenue,Bennett Avenue,West 184th and 186th Streets,Manhattan,Manhattan,112.0,Not Applicable,Not Applicable
230696,1270,-0.2800000000000002,df_benches,40.650343,-73.955807,-3006.3289213918006,2193 Bedford Avenue,08/17/2017,Bench,40.0,POINT (-73.955807 40.650343),3.0,Brooklyn,Brooklyn,317.0,42.0,21.0,9.0,3896.0,237.0,Bus Route,backless 2,2412 Church Avenue,Church Avenue,Church Avenue & Erasmus Street,Brooklyn,Brooklyn,317.0,B35,Not Applicable
230697,1208,4.62,df_benches,40.6429332294,-73.9788266117,-3006.716510368683,114 Beverley Road,05/30/2012,Bench,39.0,POINT (-73.9788266117 40.6429332294),3.0,Brooklyn,Brooklyn,312.0,44.0,21.0,10.0,1021.0,23.0,Plaza,backed,114 Beverley Road,Beverly Road,Church Ave and East 2nd Street,Brooklyn,Brooklyn,312.0,Not Applicable,Not Applicable
230698,2047,8.18,df_benches,40.743551,-73.855705,-3009.143683308455,107-24 Corona Avenue,02/07/2014,Bench,21.0,POINT (-73.855705 40.743551),4.0,Queens,Queens,404.0,39.0,13.0,14.0,2359.0,1045.0,Senior Center,backed,107-24 Corona Avenue,Corona Avenue,51st & 52nd Avenue,Queens,Queens,404.0,Not Applicable,Not Applicable
230699,1389,7.56,df_benches,40.666696,-73.94203,-3006.97805563288,1394 Carroll Street,05/21/2014,Bench,35.0,POINT (-73.94203 40.666696),3.0,Brooklyn,Brooklyn,309.0,43.0,20.0,9.0,2445.0,1517.0,General,backed,1394 Carroll Street,Carroll Street,Kingston Avenue and Albany Avenue,Brooklyn,Brooklyn,309.0,Not Applicable,Not Applicable
230700,2749,8.93,df_benches,40.832144,-73.914748,-3018.097634059712,1150 Morris Avenue,09/18/2015,Bench,16.0,POINT (-73.914748 40.832144),2.0,Bronx,Bronx,204.0,77.0,32.0,15.0,3217.0,1856.0,General,backed,270 E. 167th Street,East 167th Street and College,E. 167th Street and E. 166th Street,Bronx,Bronx,204.0,BX32,Not Applicable
230701,1447,3.83,df_benches,40.675137,-73.948613,-3007.869964734981,725 St. Marks Avenue,01/30/2013,Bench,36.0,POINT (-73.948613 40.675137),3.0,Brooklyn,Brooklyn,308.0,43.0,25.0,9.0,1544.0,346.0,General,backed,725 St. Marks Avenue,St. Marks Avenue,Nostrand Avenue & New York Avenue,Brooklyn,Brooklyn,308.0,Not Applicable,Not Applicable
230702,1388,5.530000000000001,df_benches,40.663492,-73.950943,-3007.1035790729557,1022 Nostrand Avenue,07/28/2014,Bench,40.0,POINT (-73.950943 40.663492),3.0,Brooklyn,Brooklyn,309.0,43.0,20.0,9.0,2763.0,1281.0,General,backless,1022 Nostrand Avenue,Nostrand Avenue,Empire Boulevard and Sterling Street,Brooklyn,Brooklyn,309.0,B44,Not Applicable
230703,1443,2.09,df_benches,40.671173,-73.988046,-3009.1806187979582,426 4th Avenue,01/14/2014,Bench,39.0,POINT (-73.988046 40.671173),3.0,Brooklyn,Brooklyn,306.0,52.0,20.0,7.0,2349.0,1363.0,General,backed,426 4th Avenue,4th Avenue,7th & 8th Street,Brooklyn,Brooklyn,306.0,Not Applicable,Not Applicable
230704,1390,7.18,df_benches,40.668918,-73.933427,-3006.7924801219856,1044 Eastern Parkway,01/18/2013,Bench,35.0,POINT (-73.933427 40.668918),3.0,Brooklyn,Brooklyn,309.0,43.0,20.0,9.0,1547.0,383.0,General,backed,,Eastern Parkway,Utica Avenue & Schenectady Avenue,Brooklyn,Brooklyn,309.0,Not Applicable,Not Applicable
230705,1742,4.16,df_benches,40.7071867951,-73.9543590343,-3010.4739075211414,394 Broadway,03/18/2019,Bench,33.0,POINT (-73.9543590343 40.7071867951),3.0,Brooklyn,Brooklyn,301.0,50.0,26.0,7.0,4192.0,115.0,Other,backless 2,394 Broadway,Broadway,Hooper Street & Keap Street,Brooklyn,Brooklyn,301.0,B46,Not Applicable
230706,1385,9.63,df_benches,40.663251,-73.981289,-3008.3197239105393,1301 8th Avenue,10/06/2014,Bench,39.0,POINT (-73.981289 40.663251),3.0,Brooklyn,Brooklyn,306.0,44.0,21.0,9.0,2716.0,31.0,Municipal Facilities,backed 2,1301 8th Avenue,8th Avenue,13th Street & 14th Street,Brooklyn,Brooklyn,306.0,Not Applicable,Not Applicable
230707,1328,0.8899999999999997,df_benches,40.662659,-73.962081,-3007.494878633379,469 Flatbush Avenue,01/16/2018,Bench,40.0,POINT (-73.962081 40.662659),3.0,Brooklyn,Brooklyn,309.0,43.0,21.0,9.0,3798.0,286.0,General,backed 2,469 Flatbush Avenue,Flatbush Avenue,Empire Blvd & Lefferts Avenue,Brooklyn,Brooklyn,309.0,Not Applicable,Not Applicable
230708,1092,13.51,df_benches,40.632926,-73.965492,-3005.4343629895916,1211 Foster Avenue,08/01/2016,Bench,40.0,POINT (-73.965492 40.632926),3.0,Brooklyn,Brooklyn,314.0,44.0,17.0,9.0,3365.0,174.0,General,backed,1211 Foster Avenue,Foster Avenue,Argyle Road & Westminister Road,Brooklyn,Brooklyn,314.0,Not Applicable,Not Applicable
230709,857,5.3999999999999995,df_benches,40.599155,-73.953392,-3002.44522458376,1802 Avenue U,07/06/2017,Bench,48.0,POINT (-73.953392 40.599155),3.0,Brooklyn,Brooklyn,315.0,41.0,19.0,9.0,3755.0,161.0,Senior Safety,backed 2,1802 Avenue U,Avenue U,E 19th Street & E 18th Street,Brooklyn,Brooklyn,315.0,Not Applicable,Not Applicable
230710,1573,4.470000000000001,df_benches,40.687145,-73.878547,-3005.907154178315,696 Jamaica Avenue,10/08/2014,Bench,37.0,POINT (-73.878547 40.687145),3.0,Brooklyn,Brooklyn,305.0,54.0,18.0,7.0,2741.0,1445.0,Municipal Facilities,backed,696 Jamaica Avenue,Jamaica Avenue,Richmond Street & Logan Street,Brooklyn,Brooklyn,305.0,Not Applicable,Not Applicable
230711,2807,14.01,df_benches,40.840182,-73.917542,-3018.8058682726437,1 E 170th Street,02/04/2017,Bench,16.0,POINT (-73.917542 40.840182),2.0,Bronx,Bronx,204.0,77.0,29.0,15.0,3479.0,19.0,Bus Route,backless 2,1 E 170th Street,E 170th Street,Jerome Avenue & Townsend Avenue,Bronx,Bronx,204.0,BX11,Not Applicable
230712,1797,7.31,df_benches,40.718625,-73.995249,-3012.984795812625,230 Grand Street,06/02/2016,Bench,1.0,POINT (-73.995249 40.718625),1.0,Manhattan,Manhattan,102.0,65.0,26.0,7.0,3340.0,2256.0,Municipal Facilities,backed,230 Grand Street,Grand Street,Bowery & Elizabeth Street,Manhattan,Manhattan,102.0,Not Applicable,Chinatown
230713,976,9.739999999999998,df_benches,40.616525,-73.944264,-3003.3590473626004,3114 Kings Hwy,09/25/2018,Bench,45.0,POINT (-73.944264 40.616525),3.0,Brooklyn,Brooklyn,318.0,41.0,22.0,9.0,4181.0,98.0,Bus Route,backed 2,3114 Kings Hwy,Kings Hwy,Nostrand Avenue & East 32nd Street,Brooklyn,Brooklyn,318.0,B82,Not Applicable
230714,1505,4.05,df_benches,40.6826896874,-73.9617526864,-3008.963033277035,19 Putnam Avenue,04/01/2012,Bench,35.0,POINT (-73.9617526864 40.6826896874),3.0,Brooklyn,Brooklyn,302.0,57.0,25.0,8.0,1534.0,104.0,Plaza,backless,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,Brooklyn,302.0,Not Applicable,Fulton Area Business (FAB) Alliance
230715,692,6.03,df_benches,40.580528,-73.837604,-2996.368956574912,222 Beach 116th Street,12/01/2014,Bench,32.0,POINT (-73.837604 40.580528),4.0,Queens,Queens,414.0,23.0,15.0,5.0,1954.0,1075.0,BID,backless,222 Beach 116th Street,Beach 116th Street,Rockaway Beach Blvd & Newport Avenue,Queens,Queens,414.0,Q53,Beach 116th Street Partnership
230716,2990,3.9,df_benches,40.864403,-73.863878,-3018.4032777348343,2550 Boston Road,01/06/2015,Bench,13.0,POINT (-73.863878 40.864403),2.0,Bronx,Bronx,211.0,80.0,34.0,14.0,3128.0,441.0,General,backed,2550 Boston Road,Boston Road,Wallace Avenue & Barnes Avenue,Bronx,Bronx,211.0,Not Applicable,Not Applicable
230717,2627,3.46,df_benches,40.8154254828,-73.9473158914,-3018.1911614185087,2494 Frederick Douglass Boulevard,01/26/2015,Bench,9.0,POINT (-73.9473158914 40.8154254828),1.0,Manhattan,Manhattan,110.0,70.0,30.0,13.0,3020.0,1307.0,Municipal Facilities,backless,2494 Frederick Douglass Boulevard,Frederick Douglass Boulevard,W. 133rd Street and W. 134th Street,Manhattan,Manhattan,110.0,M10,Not Applicable
230718,1564,10.4,df_benches,40.687456,-73.96568,-3009.4753505100803,380 Washington Avenue,01/15/2013,Bench,35.0,POINT (-73.96568 40.687456),3.0,Brooklyn,Brooklyn,302.0,57.0,25.0,8.0,1545.0,417.0,General,backed,380 Washington Avenue,Washington Avenue,Greene Ave. & Lafayette Avenue,Brooklyn,Brooklyn,302.0,Not Applicable,Not Applicable
230719,2633,6.389999999999999,df_benches,40.817977,-73.893511,-3016.183632447247,853 Tiffany Street,09/11/2013,Bench,17.0,POINT (-73.893511 40.817977),2.0,Bronx,Bronx,202.0,85.0,32.0,15.0,2137.0,878.0,Community Health Centers,backed,853 Tiffany Street,Tiffany Street,Bruckner and Southern Boulevards,Bronx,Bronx,202.0,Not Applicable,Not Applicable
230720,2103,14.18,df_benches,40.755580847,-73.8852299282,-3011.235461737939,82-01 Northern Boulevard,09/26/2013,Bench,25.0,POINT (-73.8852299282 40.755580847),4.0,Queens,Queens,403.0,34.0,13.0,14.0,1979.0,963.0,General,backed,82-01 Northern Boulevard,Northern Boulevard,82nd & 83rd Street,Queens,Queens,403.0,Not Applicable,Not Applicable
230721,2388,4.920000000000001,df_benches,40.789731,-73.975382,-3017.435932402242,2401 Broadway,04/11/2019,Bench,6.0,POINT (-73.975382 40.789731),1.0,Manhattan,Manhattan,107.0,67.0,31.0,10.0,4130.0,445.0,General,backed 2,2401 Broadway,Broadway,West 89th Street & West 88th Street,Manhattan,Manhattan,107.0,Not Applicable,Not Applicable
230722,1385,9.63,df_benches,40.667066,-73.98193,-3008.62803011738,435 9th Street,07/24/2014,Bench,39.0,POINT (-73.98193 40.667066),3.0,Brooklyn,Brooklyn,306.0,44.0,21.0,9.0,2624.0,1143.0,Municipal Facilities,backless,435 9th Street,9th Street,6th Avenue & 7th Avenue,Brooklyn,Brooklyn,306.0,B61,Not Applicable
230723,2041,9.98,df_benches,40.743143,-73.918503,-3011.672138074929,46-09 Queens Blvd,09/11/2012,Bench,26.0,POINT (-73.918503 40.743143),4.0,Queens,Queens,402.0,37.0,12.0,14.0,1077.0,200.0,BID,backed,46-09 Queens Blvd,Queens Blvd,46th Street and Carolyn Avenue,Queens,Queens,402.0,Not Applicable,Sunnyside Shines
230724,2686,7.99,df_benches,40.827915,-73.949358,-3019.19810272857,3584 Broadway,01/23/2015,Bench,7.0,POINT (-73.949358 40.827915),1.0,Manhattan,Manhattan,109.0,71.0,31.0,13.0,3005.0,1657.0,Municipal Facilities,backless,3584 Broadway,Broadway,West 147th Street & West 148th Street,Manhattan,Manhattan,109.0,M5,Not Applicable
230725,1854,5.22,df_benches,40.7241499624,-74.0078576986,-3013.9070953137457,225 Hudson Street,12/12/2014,Bench,3.0,POINT (-74.0078576986 40.7241499624),1.0,Manhattan,Manhattan,102.0,66.0,27.0,10.0,2688.0,1455.0,BID,backed,225 Hudson Street,Hudson Street,Canal Street & Broome Street,Manhattan,Manhattan,102.0,Not Applicable,Hudson Square Connection
230726,1623,3.28,df_benches,40.692642,-73.958794,-3009.578726993748,300 Willoughby Avenue,09/12/2013,Bench,33.0,POINT (-73.958794 40.692642),3.0,Brooklyn,Brooklyn,303.0,57.0,25.0,8.0,2133.0,732.0,Community Health Centers,backed,300 Willoughby Avenue,Willoughby Avenue,Franklin and Kent Avenues,Brooklyn,Brooklyn,303.0,Not Applicable,Not Applicable
230727,2105,5.900000000000001,df_benches,40.7495340664,-73.8625749635,-3009.8655147071668,103-12 Roosevelt Avenue,06/01/2018,Bench,21.0,POINT (-73.8625749635 40.7495340664),4.0,Queens,Queens,404.0,39.0,13.0,14.0,1342.0,384.0,Plaza,backed 2,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,Queens,404.0,Q20A,Not Applicable
230728,1973,12.740000000000002,df_benches,40.738536,-73.995973,-3014.4876099155285,568 6th Avenue,06/14/2013,Bench,3.0,POINT (-73.995973 40.738536),1.0,Manhattan,Manhattan,105.0,75.0,27.0,12.0,1669.0,607.0,General,backed,568 6th Avenue,6th Avenue,West 15th & 16th Street,Manhattan,Manhattan,105.0,Not Applicable,Not Applicable
230729,1385,9.63,df_benches,40.668422,-73.983606,-3008.7965098897316,431 Sixth Avenue,01/15/2013,Bench,39.0,POINT (-73.983606 40.668422),3.0,Brooklyn,Brooklyn,306.0,44.0,21.0,9.0,1552.0,384.0,General,backed,,Sixth Avenue,8th & 9th Street,Brooklyn,Brooklyn,306.0,Not Applicable,Not Applicable
230730,1567,6.400000000000001,df_benches,40.688695,-73.935499,-3008.338968483805,616 Quincy Street,12/31/2014,Bench,36.0,POINT (-73.935499 40.688695),3.0,Brooklyn,Brooklyn,303.0,56.0,25.0,8.0,2915.0,795.0,Municipal Facilities,backless,242 Lewis Avenue,Lewis Avenue,Quincy Street & Gates Avenue,Brooklyn,Brooklyn,303.0,B15,Not Applicable
230731,2633,6.389999999999999,df_benches,40.820988,-73.896581,-3016.531446242028,934 East 163rd Street,07/12/2018,Bench,17.0,POINT (-73.896581 40.820988),2.0,Bronx,Bronx,202.0,85.0,32.0,15.0,4120.0,615.0,Bus Route,backless 2,938 East 163rd Street,East 163rd Street,Intervale Avenue & Kelly Street,Bronx,Bronx,202.0,BX6,Not Applicable
230732,2984,1.9499999999999993,df_benches,40.8656,-73.924546,-3020.9709270176004,630 Academy Street,06/30/2014,Bench,10.0,POINT (-73.924546 40.8656),1.0,Manhattan,Manhattan,112.0,72.0,31.0,13.0,2560.0,813.0,Municipal Facilities,backed,4790 Broadway,Broadway,Cumming Street & Dyckman Street,Manhattan,Manhattan,112.0,Not Applicable,Not Applicable
230733,2034,6.640000000000001,df_benches,40.744577,-73.976037,-3014.122335701349,617 Second Avenue,,Bench,2.0,POINT (-73.976037 40.744577),1.0,Manhattan,Manhattan,106.0,73.0,28.0,12.0,1470.0,0.0,General,backed,617 Second Avenue,Second Avenue,E33rd & E34th Street,Manhattan,Manhattan,106.0,M15,Not Applicable
230734,1743,5.6,df_benches,40.708723,-73.940002,-3010.003060037446,207 Bushwick Avenue,10/02/2014,Bench,34.0,POINT (-73.940002 40.708723),3.0,Brooklyn,Brooklyn,301.0,53.0,18.0,7.0,2724.0,1523.0,Municipal Facilities,backed,207 Bushwick Avenue,Bushwick Avenue,Scholes Street & Meserole Street,Brooklyn,Brooklyn,301.0,Not Applicable,Not Applicable
230735,1145,5.39,df_benches,40.635843,-74.023009,-3007.9873721115873,6753 4th Avenue,06/26/2013,Bench,43.0,POINT (-74.023009 40.635843),3.0,Brooklyn,Brooklyn,310.0,51.0,23.0,10.0,1985.0,629.0,General,backed,6753 4th Avenue,4th Avenue,68th & Senator Street,Brooklyn,Brooklyn,310.0,Not Applicable,Not Applicable
230736,2510,7.6,df_benches,40.805934,-73.941096,-3017.2354832636643,35 E. 125th Street,01/22/2015,Bench,9.0,POINT (-73.941096 40.805934),1.0,Manhattan,Manhattan,111.0,68.0,30.0,13.0,3022.0,1888.0,Municipal Facilities,backless,35 E. 125th Street,E. 125th Street,5th Avenue and Madison Avenue,Manhattan,Manhattan,111.0,M100,Not Applicable
230737,1743,5.6,df_benches,40.711659,-73.943657,-3010.368948996963,726 Grand Street,01/28/2017,Bench,34.0,POINT (-73.943657 40.711659),3.0,Brooklyn,Brooklyn,301.0,53.0,18.0,7.0,3608.0,29.0,BID,backed 2,726 Grand Street,Grand Street,Graham Avenue & Humboldt Street,Brooklyn,Brooklyn,301.0,Not Applicable,Grand Street
230738,1633,1.7499999999999998,df_benches,40.691601,-73.865457,-3005.703703926657,76-07 Jamaica Avenue,12/05/2013,Bench,30.0,POINT (-73.865457 40.691601),4.0,Queens,Queens,409.0,38.0,12.0,7.0,2272.0,1104.0,BID,backed,76-07 Jamaica Avenue,Jamaica Avenue,76th Street & 77th Street,Queens,Queens,409.0,Not Applicable,Woodhaven
230739,1687,6.67,df_benches,40.6990756615,-73.9188415178,-3008.4285237433696,452 Knickerbocker Avenue,06/19/2015,Bench,37.0,POINT (-73.9188415178 40.6990756615),3.0,Brooklyn,Brooklyn,304.0,53.0,18.0,7.0,3194.0,9000.0,Plaza,backed,452 Knickerbocker Avenue,Knickerbocker Avenue,Greene Avenue and Myrtle Avenue,Brooklyn,Brooklyn,304.0,Not Applicable,Not Applicable
230740,1684,6.34,df_benches,40.700565,-73.943321,-3009.5349426763646,731 Flushing Avenue,05/31/2016,Bench,33.0,POINT (-73.943321 40.700565),3.0,Brooklyn,Brooklyn,301.0,53.0,18.0,7.0,3219.0,2375.0,Municipal Facilities,backed,731 Flushing Avenue,Flushing Avenue,Throop Avenue & Broadway,Brooklyn,Brooklyn,301.0,Not Applicable,Not Applicable
230741,2748,13.739999999999998,df_benches,40.831063,-73.920361,-3018.246916973743,1040 Grand Concourse,01/08/2014,Bench,16.0,POINT (-73.920361 40.831063),2.0,Bronx,Bronx,204.0,77.0,32.0,15.0,2311.0,1656.0,General,backless,1040 Grand Concourse,Grand Concourse,E165th & E166th Street,Bronx,Bronx,204.0,BX1,Not Applicable
230742,1400,5.07,df_benches,40.6640684391,-73.8419277632,-3002.7132042378435,92-06 156th Avenue,08/02/2018,Bench,32.0,POINT (-73.8419277632 40.6640684391),4.0,Queens,Queens,410.0,23.0,15.0,8.0,4080.0,591.0,General,backed 2,92-06 156th Avenue,156th Avenue,92nd Street & Cross Bay Boulevard,Queens,Queens,0.0,Not Applicable,Not Applicable
230743,1385,9.63,df_benches,40.665186,-73.983019,-3008.5332284765336,390 7th Avenue,05/09/2013,Bench,39.0,POINT (-73.983019 40.665186),3.0,Brooklyn,Brooklyn,306.0,44.0,21.0,9.0,1922.0,512.0,General,backed,390 7th Avenue,7th Avenue,11th & 12th Street,Brooklyn,Brooklyn,306.0,Not Applicable,Not Applicable
230744,1742,4.16,df_benches,40.713456,-73.947916,-3010.675224357696,81 Devoe Street,01/18/2013,Bench,34.0,POINT (-73.947916 40.713456),3.0,Brooklyn,Brooklyn,301.0,53.0,18.0,12.0,1550.0,387.0,General,backed,81 Devoe Street,Devoe Street,Leonard Street & Lorimer Street,Brooklyn,Brooklyn,301.0,Not Applicable,Not Applicable
230745,1508,6.53,df_benches,40.6783166768,-73.9357791515,-3007.5830380706643,39 Troy Avenue,01/09/2015,Bench,36.0,POINT (-73.9357791515 40.6783166768),3.0,Brooklyn,Brooklyn,303.0,56.0,25.0,8.0,2932.0,1605.0,Municipal Facilities,backless,39 Troy Avenue,Troy Avenue,Atlantic Avenue and Herikmer Street,Brooklyn,Brooklyn,303.0,B15,Not Applicable
230746,2003,11.06,df_benches,40.735403,-73.717266,-3002.9025385681975,250-06 Hillside Avenue,07/11/2014,Bench,23.0,POINT (-73.717266 40.735403),4.0,Queens,Queens,413.0,33.0,11.0,3.0,2607.0,1348.0,Municipal Facilities,backed,250-06 Hillside Avenue,Hillside Avenue,250th Street and 251st Street,Queens,Queens,413.0,Not Applicable,Not Applicable
230747,2109,2.99,df_benches,40.752712,-73.827009,-3008.6508355984083,42-95 Main Street,06/20/2012,Bench,20.0,POINT (-73.827009 40.752712),4.0,Queens,Queens,407.0,25.0,16.0,6.0,501.0,132.0,Bus Route,backless,,Main Street,Cherry and Blossom Avenues,Queens,Queens,407.0,Q44,Not Applicable
230748,1089,7.109999999999999,df_benches,40.627029,-73.989672,-3005.980550044488,5601 16th Avenue,04/30/2016,Bench,44.0,POINT (-73.989672 40.627029),3.0,Brooklyn,Brooklyn,312.0,48.0,17.0,10.0,3231.0,1765.0,Municipal Facilities,backed,5601 16th Avenue,16th Avenue,56th Street & 57th Street,Brooklyn,Brooklyn,312.0,Not Applicable,Not Applicable
230749,1503,8.55,df_benches,40.680428,-73.980491,-3009.558037530148,610 Baltic Street,01/08/2014,Bench,39.0,POINT (-73.980491 40.680428),3.0,Brooklyn,Brooklyn,306.0,52.0,25.0,7.0,2347.0,1159.0,General,backed,610 Baltic Street,4th Avenue & Butler Street,4th & 5th Avenue,Brooklyn,Brooklyn,306.0,Not Applicable,Not Applicable
230750,1329,4.9399999999999995,df_benches,40.65835,-73.95037,-3006.7000260895,1187 Nostrand Avenue,04/05/2013,Bench,40.0,POINT (-73.95037 40.65835),3.0,Brooklyn,Brooklyn,309.0,43.0,20.0,9.0,1740.0,515.0,General,backed,1187 Nostrand Avenue,Nostrand Avenue,Fenimore Street & Hawthorne Street,Brooklyn,Brooklyn,309.0,Not Applicable,Not Applicable
230751,2748,13.739999999999998,df_benches,40.832706,-73.926838,-3018.632841563628,1020 Anderson Avenue,08/07/2014,Bench,8.0,POINT (-73.926838 40.832706),2.0,Bronx,Bronx,204.0,77.0,29.0,15.0,2659.0,1182.0,Municipal Facilities,backed,1020 Anderson Avenue,Anderson Avenue,W. 164th Street and W. 165th Street,Bronx,Bronx,204.0,Not Applicable,Not Applicable
230752,1916,10.56,df_benches,40.729636,-73.983818,-3013.333977030248,185 1st Avenue,06/02/2016,Bench,2.0,POINT (-73.983818 40.729636),1.0,Manhattan,Manhattan,103.0,66.0,27.0,12.0,3334.0,2012.0,Municipal Facilities,backed,185 1st Avenue,1st Avenue,E 11th Street & E 12th Street,Manhattan,Manhattan,103.0,Not Applicable,Not Applicable
230753,894,7.1899999999999995,df_benches,40.610087,-74.162216,-3011.734043872792,55 Merrill Avenue,08/11/2014,Bench,50.0,POINT (-74.162216 40.610087),5.0,Staten Island,Staten Island,502.0,63.0,24.0,11.0,2683.0,1618.0,Municipal Facilities,backed,55 Merrill Avenue,Merrill Avenue,Richmond Avenue & Hillman Avenue,Staten Island,Staten Island,502.0,Not Applicable,Not Applicable
230754,2044,3.25,df_benches,40.745,-73.887493,-3010.545902285,7800 Broadway,01/24/2019,Bench,25.0,POINT (-73.887493 40.745),4.0,Queens,Queens,404.0,39.0,16.0,6.0,4217.0,799.0,Bus Route,backed 2,7800 Broadway,Broadway,77th Street & Baxter Avenue,Queens,Queens,404.0,Q52,Not Applicable
230755,1446,5.02,df_benches,40.675755,-73.963383,-3008.516445879165,"Grand Avenue, Washington Avenue & Park Place",07/27/2012,Bench,35.0,POINT (-73.963383 40.675755),3.0,Brooklyn,Brooklyn,308.0,57.0,20.0,9.0,764.0,108.0,General,backed,744 Washington Avenue,Plaza,"Grand Avenue, Washington Avenue & Park Place",Brooklyn,Brooklyn,308.0,Not Applicable,Not Applicable
230756,2987,5.23,df_benches,40.858831,-73.895167,-3019.2701401697773,2400 Marion Avenue,09/03/2014,Bench,15.0,POINT (-73.895167 40.858831),2.0,Bronx,Bronx,205.0,86.0,33.0,15.0,2725.0,1024.0,Municipal Facilities,backed,2400 Marion Avenue,Marion Avenue,East 184th Street & East 187th Street,Bronx,Bronx,205.0,Not Applicable,Not Applicable
230757,1936,13.68,df_benches,40.733431,-73.794585,-3005.906636271135,68-05 Fresh Meadow Lane,07/11/2016,Bench,24.0,POINT (-73.794585 40.733431),4.0,Queens,Queens,408.0,25.0,11.0,6.0,3345.0,183.0,Municipal Facilities,backed,68-05 Fresh Meadow Lane,Fresh Meadow Lane,68th Avenue & 69th Avenue,Queens,Queens,408.0,Not Applicable,Not Applicable
230758,2451,9.85,df_benches,40.793716,-73.943097,-3016.413699178452,1989 Third Avenue,10/01/2012,Bench,8.0,POINT (-73.943097 40.793716),1.0,Manhattan,Manhattan,111.0,68.0,29.0,13.0,1261.0,226.0,General,backed,1989 Third Avenue,3rd Avenue,East 109th and 110th Streets,Manhattan,Manhattan,111.0,Not Applicable,Not Applicable
230759,2628,10.580000000000002,df_benches,40.8218384931,-73.9389176856,-3018.322556116179,2505 Adam Clayton Powell Jr. Boulevard,12/06/2013,Bench,9.0,POINT (-73.9389176856 40.8218384931),1.0,Manhattan,Manhattan,110.0,71.0,30.0,13.0,2263.0,2004.0,Community Health Centers,backless,2505 Adam Clayton Powell Jr. Boulevard,Adam Clayton Powell Junior Boulevard,W145th Street & W146th Street,Manhattan,Manhattan,110.0,M02,Not Applicable
230760,1208,4.62,df_benches,40.641935,-73.981335,-3006.744608283225,3409 & 3411 14th Avenue,06/25/2012,Bench,39.0,POINT (-73.981335 40.641935),3.0,Brooklyn,Brooklyn,312.0,44.0,21.0,10.0,316.0,142.0,Bus Route,backless,,14th Avenue,Church Avenue & 35th Street,Brooklyn,Brooklyn,312.0,B35,Not Applicable
