id,grid_id,score,data_source,latitude,longitude,lat_lon,address,created date,category,coundist,geometry,borocode,borough_df_benches_std_0,borough_df_benches_std_1,borocd,assemdist,stsendist,congdist,siteid,benchid,type,benchtype,geocodeadd,street,crossstree,borough_df_benches_std_2,borough_df_benches_std_3,comdist,busroute,bid
228815,2150,1.1700000000000004,df_benches,40.758888,-73.996022,-3015.9955731435357,555 10th Avenue,04/30/2018,Bench,3.0,POINT (-73.996022 40.758888),1.0,Manhattan,Manhattan,104.0,75.0,27.0,10.0,4022.0,483.0,General,backed 2,555 10th Avenue,10th Avenue,West 40th Street & West 41st Street,Manhattan,Manhattan,104.0,Not Applicable,Hudson Yards/Hell&#39;s Kitchen
228816,1798,8.17,df_benches,40.714054,-73.982797,-3012.139592129038,301 Henry Street,12/20/2018,Bench,1.0,POINT (-73.982797 40.714054),1.0,Manhattan,Manhattan,103.0,65.0,26.0,7.0,4094.0,585.0,General,backed,301 Henry Street,Henry Street,Grand Street & Samuel Dickstein Plaza,Manhattan,Manhattan,103.0,Not Applicable,Not Applicable
228817,1638,0.9300000000000002,df_benches,40.695741,-73.821362,-3004.2150282192415,126-98 Atlantic Avenue,04/27/2018,Bench,28.0,POINT (-73.821362 40.695741),4.0,Queens,Queens,409.0,24.0,10.0,5.0,4034.0,472.0,Bus Route,backless,126-98 Atlantic Avenue,Atlantic Avenue,125th Street & 127th Street,Queens,Queens,409.0,Q24,Not Applicable
228818,2033,1.71,df_benches,40.743808,-73.992912,-3014.7529998888963,108 West 24th Street,12/19/2012,Bench,3.0,POINT (-73.992912 40.743808),1.0,Manhattan,Manhattan,104.0,75.0,27.0,12.0,1384.0,411.0,General,backed,108 West 24th Street,West 24th Street,6th and 7th Avenues,Manhattan,Manhattan,104.0,Not Applicable,Not Applicable
228819,1755,9.239999999999998,df_benches,40.706041,-73.831437,-3005.385501610917,119-20 Metropolitan Avenue,05/13/2017,Bench,29.0,POINT (-73.831437 40.706041),4.0,Queens,Queens,409.0,27.0,14.0,6.0,3627.0,73.0,General,backed 2,119-20 Metropolitan Avenue,Metropolitan Avenue,Lefferts Blvd & Brevoort Street,Queens,Queens,409.0,Not Applicable,Not Applicable
228820,2270,0.8199999999999985,df_benches,40.776911,-73.979694,-3016.663398045234,111 West 71st Street,10/01/2012,Bench,6.0,POINT (-73.979694 40.776911),1.0,Manhattan,Manhattan,107.0,67.0,27.0,10.0,899.0,1205.0,General,backed,111 West 71st Street,West 71st Street,Columbus Avenue & Broadway,Manhattan,Manhattan,107.0,Not Applicable,Not Applicable
228821,1974,6.25,df_benches,40.735807,-73.993772,-3014.1960153940045,80 5th Avenue,06/05/2015,Bench,3.0,POINT (-73.993772 40.735807),1.0,Manhattan,Manhattan,102.0,66.0,27.0,10.0,3078.0,0.0,General,,80 5th Avenue,5th Avenue,East 13th Street & East 14th Street,Manhattan,Manhattan,102.0,M01,Union Square Partnership
228822,2106,5.039999999999999,df_benches,40.75086,-73.858248,-3009.7871240932805,108-74 Roosevelt Avenue,02/07/2014,Bench,21.0,POINT (-73.858248 40.75086),4.0,Queens,Queens,404.0,39.0,13.0,14.0,2360.0,938.0,Senior Center,backed,108-74 Roosevelt Avenue,Roosevelt Avenue,108th & 11th Street,Queens,Queens,404.0,Not Applicable,Not Applicable
228823,1684,6.34,df_benches,40.700528,-73.941604,-3009.462323966912,760 Broadway,09/18/2012,Bench,36.0,POINT (-73.941604 40.700528),3.0,Brooklyn,Brooklyn,303.0,56.0,18.0,7.0,1060.0,1867.0,Senior Center,backed,21 Park Avenue,Marcus Garvey Boulevard,Throop Avenue and Marcus Garvey Boulevard,Brooklyn,Brooklyn,303.0,Not Applicable,Not Applicable
228824,1856,8.32,df_benches,40.723629,-73.992781,-3013.254562122249,273 Bowery,01/20/2015,Bench,1.0,POINT (-73.992781 40.723629),1.0,Manhattan,Manhattan,103.0,65.0,26.0,7.0,2999.0,1497.0,Municipal Facilities,backless,273 Bowery,Bowery,East Houston Street & Stanton Street,Manhattan,Manhattan,103.0,M103,Not Applicable
228825,2572,4.18,df_benches,40.81085,-73.914941,-3016.53156990985,401 St. Anns Avenue,04/23/2014,Bench,8.0,POINT (-73.914941 40.81085),2.0,Bronx,Bronx,201.0,84.0,29.0,15.0,2432.0,834.0,Senior Center,backless,401 St. Anns Avenue,St. Anns Avenue,E 143rd Street and E 144th street,Bronx,Bronx,201.0,BX17,Not Applicable
228826,2336,6.569999999999999,df_benches,40.779138,-73.914942,-3014.187620079996,24-17 Ditmars Boulevard,06/18/2013,Bench,22.0,POINT (-73.914942 40.779138),4.0,Queens,Queens,401.0,36.0,12.0,14.0,1908.0,663.0,General,backed,24-17 Ditmars Boulevard,Ditmars Boulevard,Crescent Street & 24th Street,Queens,Queens,401.0,Not Applicable,Not Applicable
228827,2633,6.389999999999999,df_benches,40.820434,-73.890986,-3016.262117207924,925 Hunts Point Avenue,06/29/2017,Bench,17.0,POINT (-73.890986 40.820434),2.0,Bronx,Bronx,202.0,85.0,32.0,15.0,3733.0,61.0,Bus Route,backless 2,925 Hunts Point Avenue,Hunts Point Avenue,Southern Blvd & Bruckner Blvd,Bronx,Bronx,202.0,BX6,Not Applicable
228828,2233,8.3,df_benches,40.763453,-73.770909,-3007.156981788777,41-06 Bell Blvd,01/28/2013,Bench,19.0,POINT (-73.770909 40.763453),4.0,Queens,Queens,411.0,26.0,11.0,6.0,1514.0,329.0,BID,backed,41-06 Bell Blvd,Bell Blvd,41st and 42nd Avenues,Queens,Queens,411.0,Not Applicable,Bell Blvd BBA
228829,1217,3.7,df_benches,40.643178,-73.900118,-3003.5356500950043,1535 Rockaway Parkway,07/07/2014,Bench,46.0,POINT (-73.900118 40.643178),3.0,Brooklyn,Brooklyn,318.0,59.0,19.0,8.0,2579.0,1238.0,Municipal Facilities,backless,1535 Rockaway Parkway,Rockaway Parkway,Avenue J & Flatlands Avenue,Brooklyn,Brooklyn,318.0,B42,Not Applicable
228830,1146,4.569999999999999,df_benches,40.63537,-74.009699,-3007.41150245363,6010 8th Avenue,12/16/2013,Bench,38.0,POINT (-74.009699 40.63537),3.0,Brooklyn,Brooklyn,307.0,49.0,20.0,7.0,2285.0,1375.0,General,backless,6010 8th Avenue,8th Avenue,60th & 61st Street,Brooklyn,Brooklyn,307.0,B70,Not Applicable
228831,2034,6.640000000000001,df_benches,40.746286,-73.984023,-3014.5741605885773,145 & 147 Madison Ave,04/09/2013,Bench,2.0,POINT (-73.984023 40.746286),1.0,Manhattan,Manhattan,105.0,75.0,28.0,12.0,427.0,0.0,Bus Route,backless,147 Madison Ave,Madison Avenue,E31st Street & E32nd Street,Manhattan,Manhattan,105.0,M04,Not Applicable
228832,1747,8.92,df_benches,40.711203,-73.905286,-3008.773101119058,62-85 Forest Avenue,05/27/2016,Bench,30.0,POINT (-73.905286 40.711203),4.0,Queens,Queens,405.0,37.0,15.0,6.0,3308.0,2343.0,Municipal Facilities,backed,62-85 Forest Avenue,Forest Avenue,Bleecker Street & Metropolitan Avenue,Queens,Queens,405.0,Not Applicable,Not Applicable
228833,1277,5.09,df_benches,40.651582,-73.882994,-3003.460588996508,177 Vandalia Avenue,05/20/2017,Bench,42.0,POINT (-73.882994 40.651582),3.0,Brooklyn,Brooklyn,305.0,60.0,19.0,8.0,3603.0,2429.0,General,backed,177 Vandalia Avenue,Vandalia Avenue,Ardsley Loop & Ardsley Loop,Brooklyn,Brooklyn,305.0,B83,Not Applicable
228834,2633,6.389999999999999,df_benches,40.818769,-73.889283,-3016.0695743526276,875 Hunts Point Avenue,11/14/2013,Bench,17.0,POINT (-73.889283 40.818769),2.0,Bronx,Bronx,202.0,85.0,32.0,15.0,1782.0,1031.0,General,backed,875 Hunts Point Avenue,Hunts Point Avenue,Seneca Avenue & Garrison Avenue,Bronx,Bronx,202.0,Not Applicable,Not Applicable
228835,2098,3.81,df_benches,40.752242,-73.932016,-3012.8954075798724,32-03 39th Avenue,08/05/2013,Bench,26.0,POINT (-73.932016 40.752242),4.0,Queens,Queens,401.0,37.0,12.0,12.0,2068.0,766.0,Community Health Centers,backed,32-03 39th Avenue,32nd Street,38th and 39th Avenues,Queens,Queens,401.0,Not Applicable,Not Applicable
228836,680,8.86,df_benches,40.578293,-73.958011,-3001.0898400552232,1047 Brighton Beach Avenue,07/03/2017,Bench,48.0,POINT (-73.958011 40.578293),3.0,Brooklyn,Brooklyn,313.0,45.0,23.0,8.0,3719.0,169.0,General,backless 2,1047 Brighton Beach Avenue,Brighton Beach Avenue,Brighton 11th Street & Brighton 12th Street,Brooklyn,Brooklyn,313.0,B1,Brighton Beach
228837,2754,6.539999999999999,df_benches,40.83519,-73.86109,-3016.1316437571,1375 Metropolitan Avenue,02/04/2017,Bench,18.0,POINT (-73.86109 40.83519),2.0,Bronx,Bronx,209.0,87.0,32.0,15.0,3525.0,17.0,Bus Route,backless 2,1375 Metropolitan Avenue,Metropolitan Avenue,Wood Avenue & McGraw Avenue,Bronx,Bronx,209.0,BX04,Not Applicable
228838,1984,6.56,df_benches,40.739917,-73.893928,-3010.432493523976,70-01 Queens Boulevard,12/09/2016,Bench,26.0,POINT (-73.893928 40.739917),4.0,Queens,Queens,402.0,34.0,12.0,6.0,3543.0,2331.0,Bus Route,backless,70-01 Queens Boulevard,Queens Boulevard,70th Street & 74th Street,Queens,Queens,402.0,Q60,Not Applicable
228839,1986,6.3100000000000005,df_benches,40.741375,-73.880393,-3009.988796360374,8290 Broadway,01/24/2019,Bench,25.0,POINT (-73.880393 40.741375),4.0,Queens,Queens,404.0,39.0,16.0,6.0,4218.0,647.0,Bus Route,backed 2,8290 Broadway,Broadway,Whitney Avenue & 45th Avenue,Queens,Queens,404.0,Q52,Not Applicable
228840,1684,6.34,df_benches,40.702514,-73.944145,-3009.7125970805305,10 Manhattan Avenue,07/18/2016,Bench,34.0,POINT (-73.944145 40.702514),3.0,Brooklyn,Brooklyn,301.0,53.0,18.0,7.0,3357.0,0.0,General,backed,10 Manhattan Avenue,Manhattan Avenue,Cook Street & Varet Street,Brooklyn,Brooklyn,301.0,Not Applicable,Not Applicable
228841,2864,2.1500000000000004,df_benches,40.846299,-73.938407,-3020.110279905693,4140 Broadway,12/01/2015,Bench,10.0,POINT (-73.938407 40.846299),1.0,Manhattan,Manhattan,112.0,72.0,31.0,13.0,3337.0,9013.0,Plaza,backless,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,Manhattan,112.0,Not Applicable,Not Applicable
228842,859,5.1,df_benches,40.601285,-73.935763,-3001.8869852554544,3082 Avenue U,01/24/2018,Bench,46.0,POINT (-73.935763 40.601285),3.0,Brooklyn,Brooklyn,315.0,41.0,19.0,9.0,3920.0,300.0,Senior Safety,backed 2,3082 Avenue U,Avenue U,Bragg Street & Brigham Street,Brooklyn,Brooklyn,315.0,Not Applicable,Not Applicable
228843,2217,3.89,df_benches,40.77082,-73.920924,-3013.81668663768,27-02 Astoria Boulevard,09/10/2015,Bench,22.0,POINT (-73.920924 40.77082),4.0,Queens,Queens,401.0,36.0,12.0,12.0,3084.0,1865.0,General,backed,27-02 Astoria Boulevard,Astoria Boulevard,Crescent Street & 28th Street,Queens,Queens,401.0,Not Applicable,Not Applicable
228844,1036,7.23,df_benches,40.622171,-73.937263,-3003.492140857973,3832 KINGS HIGHWAY,09/25/2018,Bench,45.0,POINT (-73.937263 40.622171),3.0,Brooklyn,Brooklyn,318.0,41.0,19.0,9.0,4183.0,121.0,General,backed 2,3832 KINGS HIGHWAY,KINGS HIGHWAY,Ryder Street & Flatbush Avenue,Brooklyn,Brooklyn,318.0,B82,Not Applicable
228845,2106,5.039999999999999,df_benches,40.75607,-73.860688,-3010.27137037616,34-10 108th Street,09/07/2016,Bench,21.0,POINT (-73.860688 40.75607),4.0,Queens,Queens,403.0,35.0,13.0,14.0,3362.0,1382.0,Municipal Facilities,backless,34-10 108th Street,108th Street,34th Avenue & 35th Avenue,Queens,Queens,403.0,Q48,Not Applicable
228846,2117,7.600000000000001,df_benches,40.749688,-73.756559,-3005.556767203592,221-15 Horace Harding Expressway,03/14/2019,Bench,23.0,POINT (-73.756559 40.749688),4.0,Queens,Queens,411.0,25.0,16.0,6.0,4162.0,669.0,General,backed 2,221-15 Horace Harding Expressway,Horace Harding Expressway,Springfield Boulevard & 223rd Place,Queens,Queens,411.0,Not Applicable,Not Applicable
228847,1625,5.01,df_benches,40.698512,-73.943997,-3009.410649232464,177 Throop Avenue,09/26/2012,Bench,36.0,POINT (-73.943997 40.698512),3.0,Brooklyn,Brooklyn,303.0,56.0,18.0,7.0,1047.0,129.0,Senior Center,backless,,Throop Avenue,Park Avenue and Ellery Street,Brooklyn,Brooklyn,303.0,B43,Not Applicable
228848,1270,-0.2800000000000002,df_benches,40.6522893436,-73.9563282661,-3006.494055463761,70 Linden Blvd,08/23/2017,Bench,40.0,POINT (-73.9563282661 40.6522893436),3.0,Brooklyn,Brooklyn,314.0,43.0,21.0,9.0,3892.0,304.0,Senior Safety,backed,70 Linden Blvd,Linden Blvd,Caton Avenue & Bedford Avenue,Brooklyn,Brooklyn,314.0,Not Applicable,Not Applicable
228849,1677,-1.3900000000000006,df_benches,40.704328,-74.00923,-3012.49597294744,10 Hanover Square,08/12/2013,Bench,1.0,POINT (-74.00923 40.704328),1.0,Manhattan,Manhattan,101.0,65.0,26.0,10.0,2041.0,733.0,General,backed,10 Hanover Square,Hanover Square,Water and Pearl Streets,Manhattan,Manhattan,101.0,Not Applicable,Alliance for Downtown New York
228850,2273,6.59,df_benches,40.776469,-73.952784,-3015.533404239696,1617 2nd Avenue,02/27/2018,Bench,5.0,POINT (-73.952784 40.776469),1.0,Manhattan,Manhattan,108.0,76.0,28.0,12.0,3852.0,553.0,General,backed 2,1617 2nd Avenue,2nd Avenue,E 83rd Street & E 84th Street,Manhattan,Manhattan,108.0,Not Applicable,Not Applicable
228851,1265,3.52,df_benches,40.65571,-74.005197,-3008.7338277248696,153 35th Street,01/08/2013,Bench,38.0,POINT (-74.005197 40.65571),3.0,Brooklyn,Brooklyn,307.0,51.0,25.0,7.0,1607.0,389.0,General,backed,153 35th Street,35th Street,Fourth and Third Avenues,Brooklyn,Brooklyn,307.0,Not Applicable,Not Applicable
228852,1748,4.75,df_benches,40.7126105502,-73.8986358962,-3008.6063834330207,62-16 Metropolitan Avenue,11/19/2014,Bench,30.0,POINT (-73.8986358962 40.7126105502),4.0,Queens,Queens,405.0,28.0,15.0,6.0,2527.0,691.0,General,backless,62-16 Metropolitan Avenue,Metropolitan Avenue,Fresh Pond Road and 62nd Street,Queens,Queens,405.0,Q54,Not Applicable
228853,2449,4.31,df_benches,40.797762,-73.963944,-3017.5633838933277,885 Columbus Avenue,08/03/2017,Bench,7.0,POINT (-73.963944 40.797762),1.0,Manhattan,Manhattan,107.0,69.0,30.0,13.0,3342.0,215.0,Municipal Facilities,backed,885 Columbus Avenue,Columbus Avenue,W 104th Street & W 100th Street,Manhattan,Manhattan,107.0,Not Applicable,Not Applicable
228854,1506,4.03,df_benches,40.6804312436,-73.9555202559,-3008.542456854807,537 Franklin Avenue,09/27/2012,Bench,36.0,POINT (-73.9555202559 40.6804312436),3.0,Brooklyn,Brooklyn,303.0,57.0,25.0,8.0,1106.0,185.0,General,backed,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,Brooklyn,303.0,Not Applicable,Not Applicable
228855,2874,5.5600000000000005,df_benches,40.844017,-73.845798,-3016.1590288905663,1485 Williamsbridge Road,05/02/2014,Bench,13.0,POINT (-73.845798 40.844017),2.0,Bronx,Bronx,210.0,82.0,34.0,14.0,2454.0,952.0,Health Care Facilities,backless,1485 Williamsbridge Road,Williamsbridge Road,St. Raymonds Avenue and Silver Street,Bronx,Bronx,210.0,BX8,Westchester Square
228856,2805,3.26,df_benches,40.841358722,-73.9385925619,-3019.752582220359,560 169th Street,05/24/2016,Bench,10.0,POINT (-73.9385925619 40.841358722),1.0,Manhattan,Manhattan,112.0,72.0,31.0,13.0,3285.0,1924.0,Municipal Facilities,backed,560 169th Street,169th Street,St Nicholas Avenue & Audubon Avenue,Manhattan,Manhattan,112.0,Not Applicable,Not Applicable
228857,2983,-1.04,df_benches,40.86079,-73.930672,-3020.86566315088,4600 Broadway,01/15/2015,Bench,10.0,POINT (-73.930672 40.86079),1.0,Manhattan,Manhattan,112.0,72.0,31.0,13.0,2984.0,1660.0,Municipal Facilities,backless,4600 Broadway,Broadway,West 196th Street & Ellwood Street,Manhattan,Manhattan,112.0,M100,Not Applicable
228858,1037,4.42,df_benches,40.625898,-73.928156,-3003.397724984088,4915 Flatlands Ave,09/13/2018,Bench,45.0,POINT (-73.928156 40.625898),3.0,Brooklyn,Brooklyn,318.0,41.0,21.0,8.0,4160.0,95.0,Bus Route,backed,4915 Flatlands Ave,Flatlands Avenue,Utica Avenue & E 49th Street,Brooklyn,Brooklyn,318.0,B82,Not Applicable
228859,1998,3.92,df_benches,40.740175,-73.757991,-3004.9134609884254,73-28 Bell Boulevard,07/07/2016,Bench,23.0,POINT (-73.757991 40.740175),4.0,Queens,Queens,411.0,24.0,11.0,6.0,3347.0,212.0,Municipal Facilities,backed,73-28 Bell Boulevard,Bell Boulevard,73rd Avenue & 73rd Road,Queens,Queens,411.0,Not Applicable,Not Applicable
228860,2746,5.6,df_benches,40.829938,-73.944153,-3019.135182452514,1865 Amsterdam Avenue,05/06/2017,Bench,7.0,POINT (-73.944153 40.829938),1.0,Manhattan,Manhattan,109.0,71.0,30.0,13.0,3650.0,55.0,Senior Safety,backed 2,1865 Amsterdam Avenue,Amsterdam Avenue,W. 152nd Street & W. 153rd Street,Manhattan,Manhattan,109.0,Not Applicable,Not Applicable
228861,1857,19.11,df_benches,40.7256357348,-73.9777288071,-3012.790035885775,157 Avenue C,07/23/2013,Bench,2.0,POINT (-73.9777288071 40.7256357348),1.0,Manhattan,Manhattan,103.0,74.0,27.0,12.0,1938.0,447.0,General,backed,155-157 Avenue C,Avenue C,9th & 10th Street,Manhattan,Manhattan,103.0,Not Applicable,Not Applicable
228862,1027,7.920000000000001,df_benches,40.6262238209,-74.015832836,-3006.983791085656,7400 Fort Hamilton Parkway,12/24/2014,Bench,43.0,POINT (-74.015832836 40.6262238209),3.0,Brooklyn,Brooklyn,310.0,46.0,22.0,11.0,2908.0,1370.0,Municipal Facilities,backless,7400 Fort Hamilton Parkway,Fort Hamilton Parkway,73rd Street & 74th Street,Brooklyn,Brooklyn,310.0,B16,Not Applicable
228863,3163,9.96,df_benches,40.885319,-73.900546,-3021.4473974841744,5825 Broadway,09/01/2017,Bench,11.0,POINT (-73.900546 40.885319),2.0,Bronx,Bronx,208.0,81.0,34.0,13.0,3866.0,256.0,Senior Safety,backed 2,5825 Broadway,W 238th Street,W 238th Street & W 240th Street,Bronx,Bronx,208.0,Not Applicable,Not Applicable
228864,1627,4.669999999999999,df_benches,40.691707,-73.919907,-3007.927197111249,1175 Gates Avenue,01/14/2015,Bench,34.0,POINT (-73.919907 40.691707),3.0,Brooklyn,Brooklyn,304.0,54.0,18.0,7.0,2995.0,1591.0,Senior Center,backed,1175 Gates Avenue,Gates Avenue,Evergreen Avenue & Bushwick Avenue,Brooklyn,Brooklyn,304.0,Not Applicable,Not Applicable
228865,2935,6.38,df_benches,40.8520448141,-73.8261812468,-3015.9504647481426,Charles J Cimi Plaza,02/04/2017,Bench,13.0,POINT (-73.8261812468 40.8520448141),2.0,Bronx,Bronx,228.0,82.0,34.0,14.0,3569.0,25.0,Bus Route,backless 2,Charles J Cimi Plaza,Bruckner Expressway,Wilkinson Avenue & Westchester Avenue,Bronx,Bronx,210.0,Not Applicable,Not Applicable
228866,2923,3.81,df_benches,40.854605,-73.938034,-3020.70917354657,213 Pinehurst Avenue,07/19/2013,Bench,10.0,POINT (-73.938034 40.854605),1.0,Manhattan,Manhattan,112.0,71.0,31.0,13.0,1946.0,740.0,General,backed,213 Pinehurst Avenue,Pinehurst Avenue,W 185th & W187th Street,Manhattan,Manhattan,112.0,Not Applicable,Not Applicable
228867,1974,6.25,df_benches,40.742266,-73.991252,-3014.571270657032,53 West 23rd Street,05/08/2013,Bench,3.0,POINT (-73.991252 40.742266),1.0,Manhattan,Manhattan,105.0,75.0,28.0,12.0,1770.0,561.0,General,backed,53 West 23rd Street,West 23rd Street,5th and 6th Avenues,Manhattan,Manhattan,105.0,Not Applicable,Not Applicable
228868,2452,7.720000000000001,df_benches,40.7963406985,-73.9351524377,-3016.283668443942,2266 1st Avenue,11/28/2014,Bench,8.0,POINT (-73.9351524377 40.7963406985),1.0,Manhattan,Manhattan,111.0,68.0,29.0,13.0,3054.0,1833.0,General,backed,2266 1st Avenue,1st Avenue,East 116th Street & East 117th Street,Manhattan,Manhattan,111.0,M15,Not Applicable
228869,937,3.72,df_benches,40.602997,-73.753183,-2994.600268089451,10-31 Beach 20th Street,12/09/2015,Bench,31.0,POINT (-73.753183 40.602997),4.0,Queens,Queens,414.0,23.0,10.0,5.0,2446.0,1736.0,Plaza,backed,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,Queens,414.0,Not Applicable,Not Applicable
228870,1444,11.57,df_benches,40.672113,-73.977242,-3008.8107460523465,160 7th Avenue,11/02/2018,Bench,39.0,POINT (-73.977242 40.672113),3.0,Brooklyn,Brooklyn,306.0,52.0,20.0,9.0,4066.0,326.0,General,backless,160 7th Avenue,7th Avenue,Garfield Place & First Street,Brooklyn,Brooklyn,306.0,B67,Not Applicable
228871,2278,8.530000000000001,df_benches,40.771674,-73.907485,-3013.3318845798894,22-73 Steinway Street,04/26/2018,Bench,22.0,POINT (-73.907485 40.771674),4.0,Queens,Queens,401.0,36.0,13.0,14.0,4030.0,238.0,Bus Route,backless 2,22-73 Steinway Street,Steinway Street,23rd Avenue & Ditmars Boulevard,Queens,Queens,401.0,Q101,Not Applicable
228872,1274,4.36,df_benches,40.652879,-73.919806,-3005.0529290214736,9006 Church Avenue,05/20/2017,Bench,42.0,POINT (-73.919806 40.652879),3.0,Brooklyn,Brooklyn,317.0,58.0,21.0,9.0,3712.0,12.0,Senior Safety,backed 2,577 Remsen Avenue,Remsen Avenue,Remsen Avenue & Avenue A,Brooklyn,Brooklyn,317.0,Not Applicable,Not Applicable
228873,2868,6.91,df_benches,40.847596,-73.900487,-3018.657237179252,410 E. Tremont Avenue,07/14/2014,Bench,15.0,POINT (-73.900487 40.847596),2.0,Bronx,Bronx,206.0,86.0,33.0,15.0,2589.0,1136.0,Municipal Facilities,backless,410 E. Tremont Avenue,E. Tremont Avenue,Webster Avenue and Park Avenue,Bronx,Bronx,206.0,BX40,Not Applicable
228874,752,1.59,df_benches,40.582299,-73.828542,-2996.131966178058,10640 Rockaway Beach Boulevard,02/02/2015,Bench,32.0,POINT (-73.828542 40.582299),4.0,Queens,Queens,414.0,23.0,15.0,5.0,2977.0,1655.0,Municipal Facilities,backless,10640 Rockaway Beach Boulevard,Rockaway Beach Boulevard,Beach 107th Street and Beach 108th Street,Queens,Queens,414.0,Q53,Not Applicable
228875,2173,14.28,df_benches,40.757886,-73.784897,-3007.316420447742,196-30 Northern Boulevard,06/11/2014,Bench,19.0,POINT (-73.784897 40.757886),4.0,Queens,Queens,411.0,26.0,11.0,6.0,2546.0,944.0,Municipal Facilities,backed,196-30 Northern Boulevard,Northern Boulevard,Francis Lewis Boulevard and 196th Street,Queens,Queens,411.0,Not Applicable,Not Applicable
228876,1519,3.609999999999999,df_benches,40.679584,-73.831547,-3003.4366180364477,108-10 109th Avenue,05/18/2016,Bench,28.0,POINT (-73.831547 40.679584),4.0,Queens,Queens,410.0,31.0,10.0,5.0,3245.0,1764.0,Municipal Facilities,backed,108-10 109th Avenue,109th Avenue,108th Street & 109th Street,Queens,Queens,410.0,Not Applicable,Not Applicable
228877,937,3.72,df_benches,40.602997,-73.753183,-2994.600268089451,10-31 Beach 20th Street,12/09/2015,Bench,31.0,POINT (-73.753183 40.602997),4.0,Queens,Queens,414.0,23.0,10.0,5.0,2446.0,1812.0,Plaza,backed,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,Queens,414.0,Not Applicable,Not Applicable
228878,2389,9.72,df_benches,40.791709,-73.970802,-3017.3954296806182,154 West 93rd Street,07/23/2013,Bench,6.0,POINT (-73.970802 40.791709),1.0,Manhattan,Manhattan,107.0,69.0,30.0,10.0,1972.0,656.0,General,backed,154 West 93rd Street,West 93rd Street,Amsterdam Avenue & Columbus Avenue,Manhattan,Manhattan,107.0,Not Applicable,Not Applicable
228879,1795,4.659999999999999,df_benches,40.716838,-74.012117,-3013.539377926046,199 Chambers Street,04/16/2016,Bench,1.0,POINT (-74.012117 40.716838),1.0,Manhattan,Manhattan,101.0,66.0,26.0,10.0,3341.0,1641.0,Municipal Facilities,backed,199 Chambers Street,Chambers Street,West Street & Greenwich Street,Manhattan,Manhattan,101.0,Not Applicable,Not Applicable
228880,1388,5.530000000000001,df_benches,40.666181,-73.949013,-3007.223947429353,330 Crown Street,07/28/2014,Bench,35.0,POINT (-73.949013 40.666181),3.0,Brooklyn,Brooklyn,309.0,43.0,20.0,9.0,2635.0,1513.0,Municipal Facilities,backed,330 Crown Street,Crown Street,Nostrand Avenue & New York Avenue,Brooklyn,Brooklyn,309.0,Not Applicable,Not Applicable
228881,2105,5.900000000000001,df_benches,40.7495340664,-73.8625749635,-3009.8655147071668,103-12 Roosevelt Avenue,06/01/2018,Bench,21.0,POINT (-73.8625749635 40.7495340664),4.0,Queens,Queens,404.0,39.0,13.0,14.0,1342.0,379.0,Plaza,backless 2,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,Queens,404.0,Q20A,Not Applicable
228882,1076,4.34,df_benches,40.629191,-74.114059,-3011.194258896269,738 Forest Avenue,01/29/2013,Bench,49.0,POINT (-74.114059 40.629191),5.0,Staten Island,Staten Island,501.0,61.0,24.0,11.0,1679.0,33.0,Bus Route,backless,738 Forest Avenue,Forest Avenue,N. Burghar Avenue & Broadway,Staten Island,Staten Island,501.0,S48,Not Applicable
228883,1736,-3.88,df_benches,40.708387,-74.012563,-3012.932057465881,74 Trinity Place,01/13/2014,Bench,1.0,POINT (-74.012563 40.708387),1.0,Manhattan,Manhattan,101.0,65.0,26.0,10.0,1529.0,930.0,General,backless,74 Trinity Place,Trinity Place,Rector and Thames,Manhattan,Manhattan,101.0,M05,Alliance for Downtown New York
228884,1442,6.6499999999999995,df_benches,40.676024,-74.002318,-3010.120063023632,110 W. 9th Street,02/19/2015,Bench,38.0,POINT (-74.002318 40.676024),3.0,Brooklyn,Brooklyn,306.0,51.0,25.0,7.0,2385.0,554.0,Senior Center,backed,110 W. 9th Street,W 9th Street,Gowanus Expressway & Henry Street,Brooklyn,Brooklyn,306.0,Not Applicable,Not Applicable
228885,1398,3.29,df_benches,40.668006,-73.862483,-3003.839901818898,902 Eldert Lane,02/13/2017,Bench,42.0,POINT (-73.862483 40.668006),3.0,Brooklyn,Brooklyn,305.0,60.0,19.0,8.0,3493.0,2352.0,Bus Route,backless,902 Eldert Lane,Eldert Lane,Loring Avenue & Linden Boulevard,Brooklyn,Brooklyn,305.0,B13,Not Applicable
228886,1985,3.9,df_benches,40.737718,-73.887429,-3010.005246347022,50-40 Jacobus Street,06/07/2016,Bench,25.0,POINT (-73.887429 40.737718),4.0,Queens,Queens,404.0,39.0,16.0,6.0,3307.0,2347.0,Municipal Facilities,backed,50-40 Jacobus Street,Jacobus Street,51st Avenue & Queens Boulevard,Queens,Queens,404.0,Not Applicable,Not Applicable
